id,BookTitle,BookAltTitle,BookYear,BookLink,Author,FilmTitle,FilmLink,FilmYear,ISBN
2662,Spider,,1990,/wiki/Spider_(novel),Patrick McGarth,Spider,/wiki/Spider_(2002_film),2002,0-679-73630-1
2663,The Spiderwick Chronicles,,2003,/wiki/The_Spiderwick_Chronicles,Tony DiTerlizzi,The Spiderwick Chronicles,/wiki/The_Spiderwick_Chronicles_(film),2008,
2664,Spirales,,1987,https://fr.wikipedia.org/wiki/Spirales,Christopher Frank,Spirale,https://fr.wikipedia.org/wiki/Spirale,1987,
2665,Split Images,,1981,/wiki/Split_Images,Elmore Leonard,Split Images,/wiki/Elmore_Leonard#Works_-_Films_-_Split_Images_(1992)_(TV),1992,0-688-16971-6
2666,The Spoilers,,1906,/wiki/The_Spoilers_(Beach_novel),Rex Beach,The Spoilers,/wiki/The_Spoilers_(1914_film),1914,
2667,The Spoilers,,1906,/wiki/The_Spoilers_(Beach_novel),Rex Beach,The Spoilers,/wiki/The_Spoilers_(1923_film),1923,
2668,The Spoilers,,1906,/wiki/The_Spoilers_(Beach_novel),Rex Beach,The Spoilers,/wiki/The_Spoilers_(1930_film),1930,
2669,The Spoilers,,1906,/wiki/The_Spoilers_(Beach_novel),Rex Beach,The Spoilers,/wiki/The_Spoilers_(1942_film),1942,
2670,The Spoilers,,1906,/wiki/The_Spoilers_(Beach_novel),Rex Beach,The Spoilers,/wiki/The_Spoilers_(1955_film),1955,
2671,The Spook Who Sat by the Door,,1969,/wiki/The_Spook_Who_Sat_by_the_Door_(novel),Sam Greenlee,The Spook Who Sat by the Door,/wiki/The_Spook_Who_Sat_by_the_Door_(film),1973,
2672,A Sporting Proposition,,1973,,James Aldridge,Ride a Wild Pony,/wiki/Ride_a_Wild_Pony,1975,
2673,Spy Story,,1974,/wiki/Spy_Story,Len Deighton,Spy Story,/wiki/Spy_Story_(film),1976,0-224-00971-0
2674,The Spy Who Came in from the Cold,,1963,/wiki/The_Spy_Who_Came_in_from_the_Cold,John le Carré,The Spy Who Came in from the Cold,/wiki/The_Spy_Who_Came_in_from_the_Cold_(film),1965,0-575-00149-6
2675,The Spy Who Loved Me,,1962,/wiki/The_Spy_Who_Loved_Me_(novel),Ian Fleming,The Spy Who Loved Me,/wiki/The_Spy_Who_Loved_Me_(film),1977,
2676,Stairs of Sand,,1929,,Zane Grey,Stairs of Sand,/wiki/Stairs_of_Sand,1929,
2677,The Stalking Moon,,1965,,T. V. Olsen,The Stalking Moon,/wiki/The_Stalking_Moon,1968,
2678,The Stand,,1978,/wiki/The_Stand,Stephen King,The Stand,/wiki/The_Stand_(TV_miniseries),1994,978-0-385-12168-2
2679,The Stand,,1978,/wiki/The_Stand,Stephen King,The Stand,/wiki/The_Stand#Upcoming_feature_film,0,978-0-385-12168-2
2680,Stand at Spanish Boot,,1948,,,Apache Drums,/wiki/Apache_Drums,1951,
2681,Stara baśń. Powieść z dziejów Polski,An Ancient Tale: A Novel in Polish History,1876,/wiki/An_Ancient_Tale_(novel),Józef Ignacy Kraszewski,Stara basn: kiedy slonce bylo bogiem,,0,
2682,Stara baśń. Powieść z dziejów Polski,An Ancient Tale: A Novel in Polish History,1876,/wiki/An_Ancient_Tale_(novel),Józef Ignacy Kraszewski,An Ancient Tale: When the Sun Was a God,,0,
2683,Stardust,,1999,/wiki/Stardust_(novel),Neil Gaiman,Stardust,/wiki/Stardust_(2007_film),2007,978-0-380-97728-4
2684,Starfire,,1960,,Robert Buckner,Moon Pilot,/wiki/Moon_Pilot,1962,
2685,Star in the West,,1959,,,The Second Time Around,/wiki/The_Second_Time_Around_(film),1961,
2686,Stars In My Crown,,1947,,Joe David Brown,Stars In My Crown,/wiki/Stars_in_My_Crown_(film),1950,
2687,The Stars Look Down,,1935,/wiki/The_Stars_Look_Down,A. J. Cronin,The Stars Look Down,/wiki/The_Stars_Look_Down_(film),1939,
2688,Starship Troopers,,1959,/wiki/Starship_Troopers,Robert A. Heinlein,Starship Troopers,/wiki/Starship_Troopers_(film),1997,
2689,Starship Troopers,,1959,/wiki/Starship_Troopers,Robert A. Heinlein,Starship Troopers 2: Hero of the Federation,/wiki/Starship_Troopers_2:_Hero_of_the_Federation,2004,
2690,Starship Troopers,,1959,/wiki/Starship_Troopers,Robert A. Heinlein,Starship Troopers 3: Marauder,/wiki/Starship_Troopers_3:_Marauder,2007,
2691,Station West,,1948,,Luke Short,Station West,/wiki/Station_West,1948,
2692,The Stepford Wives,,1972,/wiki/The_Stepford_Wives,Ira Levin,The Stepford Wives,/wiki/The_Stepford_Wives_(1975_film),1975,0-394-48199-2
2693,The Stepford Wives,,1972,/wiki/The_Stepford_Wives,Ira Levin,Revenge of the Stepford Wives,/wiki/Revenge_of_the_Stepford_Wives,1980,0-394-48199-2
2694,The Stepford Wives,,1972,/wiki/The_Stepford_Wives,Ira Levin,The Stepford Children,/wiki/The_Stepford_Children,1987,0-394-48199-2
2695,The Stepford Wives,,1972,/wiki/The_Stepford_Wives,Ira Levin,The Stepford Husbands,/wiki/The_Stepford_Husbands,1996,0-394-48199-2
2696,The Stepford Wives,,1972,/wiki/The_Stepford_Wives,Ira Levin,The Stepford Wives,/wiki/The_Stepford_Wives_(2004_film),2004,0-394-48199-2
2697,Stella Dallas,,1923,/wiki/Stella_Dallas_(novel),Olive Higgins Prouty,Stella Dallas,/wiki/Stella_Dallas_(1925_film),1925,
2698,Stella Dallas,,1923,/wiki/Stella_Dallas_(novel),Olive Higgins Prouty,Stella Dallas,/wiki/Stella_Dallas_(1937_film),1937,
2699,Stella Dallas,,1923,/wiki/Stella_Dallas_(novel),Olive Higgins Prouty,Stella,/wiki/Stella_(1990_film),1990,
2700,A Stir of Echoes,,1958,/wiki/A_Stir_of_Echoes,Richard Matheson,Stir of Echoes,/wiki/Stir_of_Echoes,1999,
2701,A Stir of Echoes,,1958,/wiki/A_Stir_of_Echoes,Richard Matheson,Stir of Echoes: The Homecoming,/wiki/Stir_of_Echoes:_The_Homecoming,2007,
2702,Storm in the City,,1950,,Horace McCoy,The Turning Point,/wiki/The_Turning_Point_(1952_film),1952,
2703,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1908_film),1908,978-0-553-21277-8
2704,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Den Skæbnesvangre Opfindelse,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Den_Skæbnesvangre_Opfindelse,0,978-0-553-21277-8
2705,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,,1910,978-0-553-21277-8
2706,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1912_film),1912,978-0-553-21277-8
2707,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1913_film),1913,978-0-553-21277-8
2708,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1920_film),1920,978-0-553-21277-8
2709,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1920/II_film),1920,978-0-553-21277-8
2710,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Der Januskopf,/wiki/The_Head_of_Janus,0,978-0-553-21277-8
2711,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Head of Janus,,1920,978-0-553-21277-8
2712,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1931_film),1931,978-0-553-21277-8
2713,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Dr._Jekyll_and_Mr._Hyde_(1941_film),1941,978-0-553-21277-8
2714,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Son of Dr. Jekyll,/wiki/The_Son_of_Dr._Jekyll,1951,978-0-553-21277-8
2715,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Daughter of Dr. Jekyll,/wiki/The_Daughter_of_Dr._Jekyll,1957,978-0-553-21277-8
2716,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Testament of Dr. Cordelier,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#The_Testament_of_Dr._Cordelier,1959,978-0-553-21277-8
2717,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Two Faces of Dr. Jekyll,/wiki/The_Two_Faces_of_Dr._Jekyll,1960,978-0-553-21277-8
2718,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Nutty Professor,/wiki/The_Nutty_Professor,1963,978-0-553-21277-8
2719,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Nutty Professor,/wiki/The_Nutty_Professor_(2008_film),2008,978-0-553-21277-8
2720,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#The_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde_(1968_film),1968,978-0-553-21277-8
2721,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Sister Hyde,/wiki/Dr._Jekyll_and_Sister_Hyde,1971,978-0-553-21277-8
2722,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,"I, Monster","/wiki/I,_Monster",1971,978-0-553-21277-8
2723,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll y el Hombre Lobo,/wiki/Dr._Jekyll_y_el_Hombre_Lobo,1972,978-0-553-21277-8
2724,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1973,_movie_U.S._A_musical_for_television_with_music_by_Lionel_Bart,_starring_Kirk_Douglas_as_Jekyll_and_Hyde,_with_co-stars_Michael_Redgrave_as_Danvers,_Stanley_Holloway_as_Poole_and_Donald_Pleasence_as_Fred_Smudge._Nominated_for_Emmy_Award_(Outstanding_Achievement_in_Music_Direction_of_a_Variety,_Musical_or_Dramatic_Program_-_Irwin_Kostal,_music_director)",1973,978-0-553-21277-8
2725,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1981,_TV_UK,_with_David_Hemmings_in_the_dual_role_and_directed_by_Alastair_Reid._This_version_gives_a_twist_to_the_usual_ending_when_Jekyll's_body_turns_into_Mr._Hyde_upon_his_death.",1981,978-0-553-21277-8
2726,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll and Hyde... Together Again,/wiki/Jekyll_and_Hyde..._Together_Again,1982,978-0-553-21277-8
2727,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1985,_movie_USSR,_with_Innokenty_Smoktunovsky_in_title_role.",1985,978-0-553-21277-8
2728,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1986,_animated_Australian_telemovie,_with_John_Ewart_as_Utterson,_made_by_the_Burbank_production_company.",1986,978-0-553-21277-8
2729,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Edge of Sanity,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Edge_of_Sanity_(1990),1989,978-0-553-21277-8
2730,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#1989,_TV_UK,_with_Laura_Dern_and_Anthony_Andrews_in_the_dual_role._This_version,_adapted_by_J._Michael_Straczynski,_was_similar_to_Hammer's_1960_version_in_that_Mr._Hyde_is_the_more_physically_attractive_of_the_two.",1989,978-0-553-21277-8
2731,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll & Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Jekyll_&_Hyde_(1990_film),1990,978-0-553-21277-8
2732,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Ms. Hyde,/wiki/Dr._Jekyll_and_Ms._Hyde,1995,978-0-553-21277-8
2733,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Mary Reilly,/wiki/Mary_Reilly_(film),1996,978-0-553-21277-8
2734,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,The Nutty Professor,/wiki/The_Nutty_Professor_(1996_film),1996,978-0-553-21277-8
2735,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Nutty Professor II: The Klumps,/wiki/Nutty_Professor_II:_The_Klumps,2000,978-0-553-21277-8
2736,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll & Mr. Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Dr._Jekyll_&_Mr._Hyde_(1999_television_film),1999,978-0-553-21277-8
2737,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Dr._Jekyll_and_Mr._Hyde_(2002_television_film),2002,978-0-553-21277-8
2738,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll + Hyde,/wiki/Jekyll_%2B_Hyde,2006,978-0-553-21277-8
2739,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll,/wiki/Jekyll_(TV_series),2007,978-0-553-21277-8
2740,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Dr. Jekyll & Mr. Hyde,/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#Dr._Jekyll_&_Mr._Hyde_(2008_television_film),2008,978-0-553-21277-8
2741,Strange Case of Dr Jekyll and Mr Hyde,,1886,/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,Jekyll,"/wiki/Adaptations_of_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde#In_2009,_Abel_Ferrara_is_due_to_begin_shooting_a_modern_day_adaptation_starring_Forrest_Whitaker_and_50_Cent.",0,978-0-553-21277-8
2742,A Stranger Came Home,,1949,,George Sanders,A Stranger Came Home,/wiki/A_Stranger_Came_Home,1954,
2743,A Stranger Is Watching,,1977,/wiki/A_Stranger_Is_Watching,Mary Higgins Clark,A Stranger Is Watching,/wiki/A_Stranger_Is_Watching_(film),1982,0-671-23071-9
2744,Strangers on a Train,,1950,/wiki/Strangers_on_a_Train_(novel),Patricia Highsmith,Strangers on a Train,/wiki/Strangers_on_a_Train_(film),1951,
2745,Stranger's Return,,1933,,,The Stranger's Return,/wiki/The_Stranger%27s_Return,1933,
2746,The Street Lawyer,,1998,/wiki/The_Street_Lawyer,John Grisham,The Street Lawyer,/wiki/The_Street_Lawyer#Unsold_television_pilot,2003,0-440-22570-1
2747,Strip Tease,,1993,/wiki/Strip_Tease_(novel),Carl Hiaasen,Striptease,/wiki/Striptease_(film),1996,0-679-41981-0
2748,Stuart Little,,1945,/wiki/Stuart_Little,E. B. White,Stuart Little,/wiki/Stuart_Little_(film),1999,
2749,Stuart Little,,1945,/wiki/Stuart_Little,E. B. White,Stuart Little 2,/wiki/Stuart_Little_2,2002,
2750,Stuart Little,,1945,/wiki/Stuart_Little,E. B. White,Stuart Little 3: Call of the Wild,/wiki/Stuart_Little_3:_Call_of_the_Wild,2006,
2751,The Stud,,1969,/wiki/The_Stud_(novel),Jackie Collins,The Stud,/wiki/The_Stud_(film),1978,
2752,Stupeur et Tremblement,Fear and Trembling,1999,/wiki/Fear_and_Trembling_(Nothomb),Amélie Nothomb,Fear and Trembling,/wiki/Fear_and_Trembling_(film),0,2-226-10950-1
2753,Stupeur et Tremblement,Fear and Trembling,1999,/wiki/Fear_and_Trembling_(Nothomb),Amélie Nothomb,Stupeur et tremblements,,2003,2-226-10950-1
2754,Sultana - La Nuit du Serail,,1982,,Prince Michael of Greece and Denmark,The Favorite,/wiki/The_Favorite,0,
2755,Sultana - La Nuit du Serail,,1982,,Prince Michael of Greece and Denmark,Intimate Power,,1989,
2756,The Sum of All Fears,,1991,/wiki/The_Sum_of_All_Fears,Tom Clancy,The Sum of All Fears,/wiki/The_Sum_of_All_Fears_(film),2002,0399136150
2757,Summer Pass,,1931,,Zane Grey,Summer Pass,/wiki/Zane_Grey#Films_based_on_his_novels_-_Summer_Pass_(1933),1933,
2758,The Sun Also Rises,,1926,/wiki/The_Sun_Also_Rises,Ernest Hemingway,The Sun Also Rises,/wiki/The_Sun_Also_Rises_(1957_film),1957,
2759,The Sun Also Rises,,1926,/wiki/The_Sun_Also_Rises,Ernest Hemingway,The Sun Also Rises,/wiki/20th_Century_Fox_Television#Television_films_and_specials_-_The_Sun_Also_Rises_(1984),1984,
2760,The Swarm,,1974,,Arthur Herzog,The Swarm,/wiki/The_Swarm_(film),1978,
2761,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,Al-Ṭurfa al-Šahiyya fī aḫbār al-ʿAʾila al-Swīsiyya - Arabic translation,/wiki/The_Swiss_Family_Robinson#Film_versions_-_Al-Ṭurfa_al-Šahiyya_fī_aḫbār_al-ʿAʾila_al-Swīsiyya_-_Arabic_translation''_(c._1900),1900,
2762,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,Swiss Family Robinson,/wiki/Swiss_Family_Robinson_(1940_film),1940,
2763,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,Mighty Mouse in: Swiss Cheese Family Robinson,/wiki/Mighty_Mouse,1947,
2764,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,The Swiss Family Robinson,/wiki/The_Swiss_Family_Robinson#Made_for_television_films_-Swiss_Family_Robinson_(1958),1958,
2765,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,Swiss Family Robinson,/wiki/Swiss_Family_Robinson_(film),1960,
2766,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,The Swiss Family Robinson,/wiki/The_Swiss_Family_Robinson#Made_for_television_films_-_The_Swiss_Family_Robinson_(1973/I),1973,
2767,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,The Swiss Family Robinson,/wiki/The_Swiss_Family_Robinson#Made_for_television_films_-_The_Swiss_Family_Robinson_(1973/II),1973,
2768,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,The Swiss Family Robinson,/wiki/The_Swiss_Family_Robinson#Made_for_television_films_-_The_Swiss_Family_Robinson_(1975_TV_series),1975,
2769,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,The Swiss Family Robinson,/wiki/The_Swiss_Family_Robinson#Film_versions_-_The_Swiss_Family_Robinson,1976,
2770,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,Mountain Family Robinson,/wiki/Mountain_Family_Robinson,1979,
2771,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,The Adventures of Swiss Family Robinson,/wiki/The_Swiss_Family_Robinson#Film_versions_-_The_Adventures_of_Swiss_Family_Robinson_(1998),1998,
2772,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,Beverly Hills Family Robinson,/wiki/Beverly_Hills_Family_Robinson,1998,
2773,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,The New Swiss Family Robinson,/wiki/The_Swiss_Family_Robinson#Made_for_television_films_-_The_New_Swiss_Family_Robinson_(1998),1998,
2774,Der Schweizerische Robinson,The Swiss Family Robinson,1812,/wiki/The_Swiss_Family_Robinson,Johann David Wyss,Stranded,,2002,
2775,The Sword in the Stone,,1938,/wiki/The_Sword_in_the_Stone_(novel),T. H. White,The Sword in the Stone,/wiki/The_Sword_in_the_Stone_(film),1963,
2776,Taggart,,1959,,Louis L'Amour,Taggart,/wiki/Taggart,1964,
2777,Tai-Pan,,1966,/wiki/Tai-Pan_(novel),James Clavell,Tai-Pan,/wiki/Tai-Pan_(film),1986,
2778,Take Three Tenses: A Fugue in Time,,1945,,Rumer Godden,Enchantment,/wiki/Enchantment_(1948_film),1948,
2779,The Taking of Pelham One Two Three,,1973,/wiki/The_Taking_of_Pelham_One_Two_Three_(novel),Morton Freedgood,The Taking of Pelham One Two Three,/wiki/The_Taking_of_Pelham_One_Two_Three_(1974_film),1974,
2780,The Taking of Pelham One Two Three,,1973,/wiki/The_Taking_of_Pelham_One_Two_Three_(novel),Morton Freedgood,The Taking of Pelham One Two Three,/wiki/The_Taking_of_Pelham_One_Two_Three_(1998_film),1998,
2781,The Taking of Pelham One Two Three,,1973,/wiki/The_Taking_of_Pelham_One_Two_Three_(novel),Morton Freedgood,The Taking of Pelham 123,/wiki/The_Taking_of_Pelham_123_(2009_film),2009,
2782,A Tale of Two Cities,,1859,/wiki/A_Tale_of_Two_Cities,Charles Dickens,A Tale of Two Cities,/wiki/A_Tale_of_Two_Cities_(1911_film),1911,
2783,A Tale of Two Cities,,1859,/wiki/A_Tale_of_Two_Cities,Charles Dickens,A Tale of Two Cities,/wiki/A_Tale_of_Two_Cities_(1917_film),1917,
2784,A Tale of Two Cities,,1859,/wiki/A_Tale_of_Two_Cities,Charles Dickens,A Tale of Two Cities,/wiki/A_Tale_of_Two_Cities_(1922_film),1922,
2785,A Tale of Two Cities,,1859,/wiki/A_Tale_of_Two_Cities,Charles Dickens,The Only Way,/wiki/The_Only_Way_(1927_film),1927,
2786,A Tale of Two Cities,,1859,/wiki/A_Tale_of_Two_Cities,Charles Dickens,A Tale of Two Cities,/wiki/A_Tale_of_Two_Cities_(1935_film),1935,
2787,A Tale of Two Cities,,1859,/wiki/A_Tale_of_Two_Cities,Charles Dickens,A Tale of Two Cities,/wiki/A_Tale_of_Two_Cities_(1958_film),1958,
2788,Tales of the South Pacific,,1947,/wiki/Tales_of_the_South_Pacific,James A. Michener,South Pacific,/wiki/South_Pacific_(1958_film),1958,
2789,Tales of the South Pacific,,1947,/wiki/Tales_of_the_South_Pacific,James A. Michener,South Pacific,/wiki/South_Pacific_(2001_film),2001,
2790,The Talented Mr. Ripley,,1955,/wiki/The_Talented_Mr._Ripley,Patricia Highsmith,Plein Soleil,/wiki/Plein_Soleil,1960,
2791,The Talented Mr. Ripley,,1955,/wiki/The_Talented_Mr._Ripley,Patricia Highsmith,The Talented Mr. Ripley,/wiki/The_Talented_Mr._Ripley_(film),1999,
2792,The Tall Men,,1954,,Henry Wilson Allen,The Tall Men,/wiki/The_Tall_Men_(film),1954,
2793,Al-Tareeq al-Masdood,The Barred Road,1954,,Ihsan Abdel Quddous,Al-Tareeq al-Masdood,/wiki/Al-Tareeq_al-Masdood,1958,
2794,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,Tarzan of the Apes,/wiki/Tarzan_of_the_Apes_(film),1918,
2795,Tarzan,Tarzan: The Lost Adventure,1995,/wiki/Tarzan_(book_series),Joe R. Lansdale,The Romance of Tarzan,/wiki/The_Romance_of_Tarzan,1918,
